,Name,Address,Additional Notes,Source FINAL,Status FINAL,Status FPC,Status Plentiful,Last Updated FINAL,Last Updated FPC,Last Updated Plentiful,Hours FINAL,Hours FPC,Hours Plentiful,Website,ID Required,Zipcode,lat,lng,City,State,id
201,Church of God Seventh Day Pentecostal Church/Manna Ministries - Food Pantry,922 St Marks Ave,- Proof of address and ID required,FPC,open,open,,4/23/2023 8:00 PM,4/24/2023,,Tu 05:00PM-06:00PM,Tu 05:00PM-06:00PM,,https://www.homelessshelterdirectory.org/cgi-bin/id/foodbank.cgi?foodbank=4056,yes,11213,40.674498,-73.941613,Brooklyn,NY,f6135aec-4710-4fc2-9774-6b413fc8b2cc
202,Ridgewood Presbyterian Church,59-14 70th Ave,"- Prioritizes 60 years and older but is open to the general public
- Open to community members only",FPC,open,open,unknown,2/1/2023 7:00 PM,2/2/2023,,"Th 01:00PM-03:00PM ""2nd & 4th Thursday of the month""","Th 01:00PM-03:00PM ""2nd & 4th Thursday of the month""",,http://www.ridgewoodpc.org,yes,11385,40.7010742,-73.8998118,Queens,NY,73dba9df-d853-4917-aa5d-8fa9694fbbf6
203,Sisters with a Purpose,1540 Van Siclen Ave,- Primarily serving people living within the community,FPC,open,open,,3/9/2022 7:00 PM,3/10/2022,,Sa 10:00AM-12:00PM,Sa 10:00AM-12:00PM,,https://www.jasa.org,no,11239,40.647503,-73.8778332,Brooklyn,NY,cd6acdd7-5ff9-4e4a-80b4-3f0cd285a9f9
204,Race Track Chaplaincy N.Y. Division,2150 Hempstead Tpke,"- Primarily serves senior citizen residents of Elmont and Nassau County and employees of the race track
- ID and badges required",FPC,open,open,unknown,5/3/2023 8:00 PM,5/4/2023,,Th 11:00AM-01:00PM,Th 11:00AM-01:00PM,,https://www.rtcany.org,yes,11003,40.7095209,-73.7204331,Queens,NY,77f2bf09-b3b5-4590-94f9-379b9eb3a2c1
205,Mott Haven Community Partnership,"555 Bergen Ave, 4th Floor","- Primarily serves Mott Haven residents, but do not turn people away if they are not from there
- Open to everyone on Wednesday, but primarily serves Mott Haven residents on Friday. ",Plentiful,open,closed,open,7/13/2023 1:00 AM,2/8/2023,7/13/2023 1:00 AM,"2023-07-14 12:00PM-01:00PM
2023-07-21 12:00PM-01:00PM
2023-07-28 12:00PM-01:00PM
2023-08-04 12:00PM-01:00PM
2023-08-11 12:00PM-01:00PM
2023-08-18 12:00PM-01:00PM
2023-08-25 12:00PM-01:00PM
2023-09-01 12:00PM-01:00PM
2023-09-08 12:00PM-01:00PM
2023-09-15 12:00PM-01:00PM
2023-09-22 12:00PM-01:00PM
2023-09-29 12:00PM-01:00PM
2023-10-06 12:00PM-01:00PM","We 10:00AM-01:00PM
Fr 11:00AM-03:00PM ","2023-07-14 12:00PM-01:00PM
2023-07-21 12:00PM-01:00PM
2023-07-28 12:00PM-01:00PM
2023-08-04 12:00PM-01:00PM
2023-08-11 12:00PM-01:00PM
2023-08-18 12:00PM-01:00PM
2023-08-25 12:00PM-01:00PM
2023-09-01 12:00PM-01:00PM
2023-09-08 12:00PM-01:00PM
2023-09-15 12:00PM-01:00PM
2023-09-22 12:00PM-01:00PM
2023-09-29 12:00PM-01:00PM
2023-10-06 12:00PM-01:00PM",https://www.motthavencommunitypartnership.com,no,10455,40.815926,-73.916641,Bronx,NY,628575c6-b545-47d9-a014-7d01e4534930
206,Metro Ministries International,11 Harman St,- Preregistration on Plentiful is required,FPC,open,open,,4/20/2023 8:00 PM,4/21/2023,,"Sa 10:00AM-11:30AM ""1st & 3rd Saturday of the month""
Fr 01:30PM-03:00PM ""2nd & 4th Friday of the month""","Sa 10:00AM-11:30AM ""1st & 3rd Saturday of the month""
Fr 01:30PM-03:00PM ""2nd & 4th Frday of the month""",,https://www.metroworldchild.org/contact/,no,11221,40.6939362,-73.9257745,Brooklyn,NY,000f660f-ed9e-4b92-b49a-1a715bb70a4d
207,"Muslim Community Patrol & Services, Masjid Al Iman of Brooklyn",2015 64th St,"- Preparing and delivering meals for senior citizens and immunocompromised individuals 
- To sign up for meals, call or text listed number
- All meal registration must be renewed every week by Wednesday at 5PM",FPC,open,open,,2/1/2022 7:00 PM,2/2/2022,,Fr 01:00PM-03:00PM,Fr 01:00PM-03:00PM,,https://www.facebook.com/muslimcps,unknown,11204,40.65,-74.01278,Brooklyn,NY,370e80c9-6df4-4ef1-8b15-96d3e2cf7212
208,Kehilat Sephardim of Ahvat Achim,150-62 78th Rd,"- pre-register online through their website
    - Download the APP on your phone or use the online form to sign up.
        - If using the online form, bring a copy of registration information and ID upon the first visit to the food pantry.
    - Once registered, no need for ID in the future.",Plentiful,open,open,open,7/13/2023 1:00 AM,2/7/2023,7/13/2023 1:00 AM,"2023-07-16 10:00AM-04:00PM
2023-07-17 10:00AM-02:00PM
2023-07-18 11:00AM-01:00PM
2023-07-19 10:00AM-02:00PM
2023-07-20 11:00AM-01:00PM
2023-07-23 10:00AM-04:00PM
2023-07-24 10:00AM-02:00PM
2023-07-25 11:00AM-01:00PM
2023-07-26 10:00AM-02:00PM
2023-07-27 11:00AM-01:00PM
2023-07-30 10:00AM-04:00PM
2023-07-31 10:00AM-02:00PM
2023-08-01 11:00AM-01:00PM
2023-08-02 10:00AM-02:00PM
2023-08-03 11:00AM-01:00PM
2023-08-06 10:00AM-04:00PM
2023-08-07 10:00AM-02:00PM
2023-08-08 11:00AM-01:00PM
2023-08-09 10:00AM-02:00PM
2023-08-10 11:00AM-01:00PM
2023-08-13 10:00AM-04:00PM
2023-08-14 10:00AM-02:00PM
2023-08-15 11:00AM-01:00PM
2023-08-16 10:00AM-02:00PM
2023-08-17 11:00AM-01:00PM
2023-08-20 10:00AM-04:00PM
2023-08-21 10:00AM-02:00PM
2023-08-22 11:00AM-01:00PM
2023-08-23 10:00AM-02:00PM
2023-08-24 11:00AM-01:00PM
2023-08-27 10:00AM-04:00PM
2023-08-28 10:00AM-02:00PM
2023-08-29 11:00AM-01:00PM
2023-08-30 10:00AM-02:00PM
2023-08-31 11:00AM-01:00PM
2023-09-03 10:00AM-04:00PM
2023-09-04 10:00AM-02:00PM
2023-09-05 11:00AM-01:00PM
2023-09-06 10:00AM-02:00PM
2023-09-07 11:00AM-01:00PM
2023-09-10 10:00AM-04:00PM
2023-09-11 10:00AM-02:00PM
2023-09-12 11:00AM-01:00PM
2023-09-13 10:00AM-02:00PM
2023-09-14 11:00AM-01:00PM
2023-09-17 10:00AM-04:00PM
2023-09-18 10:00AM-02:00PM
2023-09-19 11:00AM-01:00PM
2023-09-20 10:00AM-02:00PM
2023-09-21 11:00AM-01:00PM
2023-09-24 10:00AM-04:00PM
2023-09-25 10:00AM-02:00PM
2023-09-26 11:00AM-01:00PM
2023-09-27 10:00AM-02:00PM
2023-09-28 11:00AM-01:00PM
2023-10-01 10:00AM-04:00PM
2023-10-02 10:00AM-02:00PM
2023-10-03 11:00AM-01:00PM
2023-10-04 10:00AM-02:00PM
2023-10-05 11:00AM-01:00PM
2023-10-08 10:00AM-04:00PM
2023-10-09 10:00AM-02:00PM
2023-10-10 11:00AM-01:00PM","Tu 11:00AM-01:00PM
","2023-07-16 10:00AM-04:00PM
2023-07-17 10:00AM-02:00PM
2023-07-18 11:00AM-01:00PM
2023-07-19 10:00AM-02:00PM
2023-07-20 11:00AM-01:00PM
2023-07-23 10:00AM-04:00PM
2023-07-24 10:00AM-02:00PM
2023-07-25 11:00AM-01:00PM
2023-07-26 10:00AM-02:00PM
2023-07-27 11:00AM-01:00PM
2023-07-30 10:00AM-04:00PM
2023-07-31 10:00AM-02:00PM
2023-08-01 11:00AM-01:00PM
2023-08-02 10:00AM-02:00PM
2023-08-03 11:00AM-01:00PM
2023-08-06 10:00AM-04:00PM
2023-08-07 10:00AM-02:00PM
2023-08-08 11:00AM-01:00PM
2023-08-09 10:00AM-02:00PM
2023-08-10 11:00AM-01:00PM
2023-08-13 10:00AM-04:00PM
2023-08-14 10:00AM-02:00PM
2023-08-15 11:00AM-01:00PM
2023-08-16 10:00AM-02:00PM
2023-08-17 11:00AM-01:00PM
2023-08-20 10:00AM-04:00PM
2023-08-21 10:00AM-02:00PM
2023-08-22 11:00AM-01:00PM
2023-08-23 10:00AM-02:00PM
2023-08-24 11:00AM-01:00PM
2023-08-27 10:00AM-04:00PM
2023-08-28 10:00AM-02:00PM
2023-08-29 11:00AM-01:00PM
2023-08-30 10:00AM-02:00PM
2023-08-31 11:00AM-01:00PM
2023-09-03 10:00AM-04:00PM
2023-09-04 10:00AM-02:00PM
2023-09-05 11:00AM-01:00PM
2023-09-06 10:00AM-02:00PM
2023-09-07 11:00AM-01:00PM
2023-09-10 10:00AM-04:00PM
2023-09-11 10:00AM-02:00PM
2023-09-12 11:00AM-01:00PM
2023-09-13 10:00AM-02:00PM
2023-09-14 11:00AM-01:00PM
2023-09-17 10:00AM-04:00PM
2023-09-18 10:00AM-02:00PM
2023-09-19 11:00AM-01:00PM
2023-09-20 10:00AM-02:00PM
2023-09-21 11:00AM-01:00PM
2023-09-24 10:00AM-04:00PM
2023-09-25 10:00AM-02:00PM
2023-09-26 11:00AM-01:00PM
2023-09-27 10:00AM-02:00PM
2023-09-28 11:00AM-01:00PM
2023-10-01 10:00AM-04:00PM
2023-10-02 10:00AM-02:00PM
2023-10-03 11:00AM-01:00PM
2023-10-04 10:00AM-02:00PM
2023-10-05 11:00AM-01:00PM
2023-10-08 10:00AM-04:00PM
2023-10-09 10:00AM-02:00PM
2023-10-10 11:00AM-01:00PM",https://www.kehilatpantry.org/,yes,11367,40.7210021,-73.811524,Queens,NY,63c2c795-d880-4f0a-a1f3-bd0e23dc8f07
209,Gay Men's Health Crisis (GMHC) - Food Pantry,307 W 38th St,"- Pre-packaged, shelf-stable pantry bags and ready to eat meals",FPC,open,open,unknown,4/20/2023 8:00 PM,4/21/2023,,We 11:30AM-01:30PM,"We 11:30AM-01:30PM
",,https://www.gmhc.org,yes,10018,40.7531832,-73.9992241,New York,NY,91686357-a186-426a-aa24-92a18a7539cc
210,Union Grove Baptist Church,1488 Hoe Ave,"- Plentiful Card is required, only necessary if w/o ID",Plentiful,open,open,open,7/13/2023 1:00 AM,6/21/2023,7/13/2023 1:00 AM,"2023-07-19 09:00AM-11:00AM
2023-07-26 09:00AM-11:00AM
2023-08-02 09:00AM-11:00AM
2023-08-09 09:00AM-11:00AM
2023-08-16 09:00AM-11:00AM
2023-08-23 09:00AM-11:00AM
2023-08-30 09:00AM-11:00AM
2023-09-06 09:00AM-11:00AM
2023-09-13 09:00AM-11:00AM
2023-09-20 09:00AM-11:00AM
2023-09-27 09:00AM-11:00AM
2023-10-04 09:00AM-11:00AM",We 09:00AM-11:00AM,"2023-07-19 09:00AM-11:00AM
2023-07-26 09:00AM-11:00AM
2023-08-02 09:00AM-11:00AM
2023-08-09 09:00AM-11:00AM
2023-08-16 09:00AM-11:00AM
2023-08-23 09:00AM-11:00AM
2023-08-30 09:00AM-11:00AM
2023-09-06 09:00AM-11:00AM
2023-09-13 09:00AM-11:00AM
2023-09-20 09:00AM-11:00AM
2023-09-27 09:00AM-11:00AM
2023-10-04 09:00AM-11:00AM",https://ugmbc-ny.org,yes,10460,40.8328965,-73.8890554,Bronx,NY,8c947a69-e47c-4938-8d9c-b4ae044d34f8
211,Tzu-Chi Foundation Food Pantry,137-77 Northern Blvd,"- Please call to schedule an reservation. MUST HAVE AN RSVP
- Numbers are issued to first 200 visitors at 9AM on Fridays
- Vegetarian options only ",FPC,open,open,,2/1/2023 7:00 PM,2/2/2023,,Fr 10:00AM-11:00AM,Fr 10:00AM-11:00AM,,https://tzuchi.us/offices/ny,yes,11354,40.7641492,-73.8286391,Queens,NY,e1cdbbad-bf87-4574-99a9-c6c6c26a646f
212,Unity Fellowship of Christ Church NYC - Food Pantry,2578 Atlantic Ave,"- Please call to check for the most up-to-date hours of operation, as they are subject to change",FPC,unknown,unknown,unknown,7/15/2020 8:00 PM,7/16/2020,,Th 07:00PM-09:00PM,Th 07:00PM-09:00PM,,https://www.foodpantries.org/li/unity_fellowship_of_christ_church-nyc_food_pantry_11207,yes,11207,40.6753183,-73.8990647,Brooklyn,NY,24b776db-89a4-428d-9446-3478f899994a
213,Spanish Intervale SDA Church,1064 Intervale Ave,- Please call listed number to confirm this week's operating hours. Representatives speak only Spanish.,FPC,open,open,unknown,6/20/2023 8:00 PM,6/21/2023,,Th 8:00AM-12:00PM,Th 8:00AM-12:00PM,,https://intervalespanishny.adventistchurch.org/,no,10459,40.8251365,-73.8965061,Bronx,NY,e256a05e-5878-4c22-aec9-98fffb2ae446
214,Path of Blessings,506 Brook Ave,- Please call before visiting. Pantry often changes hours without notice.,FPC,closed,closed,unknown,2/8/2023 7:00 PM,2/9/2023,,Sa 12:00PM-03:00PM,,,https://www.foodpantries.org/li/path_of_blessings_10454,yes,10454,40.8139684,-73.9152002,Bronx,NY,93cc6133-6f8f-4c74-a9e8-6cbcb19745e3
215,"Salvation Army, Manhattan Citadel Corps - Food Pantry",175 E 125th St,"- Please call ahead for food pantry
- Please bring your own bags or cart
- Only available to those who schedule an appointment",FPC,open,open,,4/24/2023 8:00 PM,4/25/2023,,Fr 01:00PM-02:00PM,Fr 01:00PM-02:00PM,,https://www.salvationarmyusa.org/usn/cure-hunger/,yes,10035,40.8042052,-73.9358003,New York,NY,93760cce-865a-4bf1-a666-736cc7280b77
216,Community Alliance Initiative,60-85 Myrtle Ave,"- Please bring your own bags or cart
- Please limit number of people in your group who come for pickup",FPC,open,open,unknown,2/23/2023 7:00 PM,2/24/2023,,We 10:00AM-12:00PM,We 10:00AM-12:00PM,,https://www.caicenter.org,yes,11385,40.700935,-73.895278,Queens,NY,34feb570-cf0c-4367-8be2-bbcad80f7ec4
217,United Methodist Center - Food Pantry,"1032 Beach 19th St, 3S","- Please bring your own bags or cart
- Please bring an ID",FPC,open,open,,4/20/2023 8:00 PM,4/21/2023,,"Tu,Th 09:30AM-11:00AM","Tu,Th 09:30AM-11:00AM",,http://www.farmission.org,yes,11691,40.6030676,-73.7517159,Queens,NY,003de405-e3d7-4ef4-9cec-d0369dda13c5
218,St. Therese of Lisieux R.C. Church,4410 Avenue D,"- Please bring your own bags or cart
- Open every other Tuesday",FPC,open,open,unknown,5/1/2023 8:00 PM,5/2/2023,,Tu 10:30AM-12:30PM,Tu 10:30AM-12:30PM,,http://stthereseoflisieuxchurch.org,yes,11203,40.64146,-73.9343606,Brooklyn,NY,44732ac5-1a6a-41a7-9453-98d86b080965
219,Bethesda Missionary Baptist Church - Food Pantry,179-09 Jamaica Ave,"- Please bring your own bags or cart
- One bag per household
- Non-perishable donations only
- closed during the winter, will open back when I get warm",FPC,closed,closed,unknown,3/2/2023 7:00 PM,3/3/2023,,We 08:00AM-09:00AM,,,https://bethesdamissionarybaptistchurch.org/,no,11432,40.7085951,-73.7810719,Queens,NY,bc79d69b-e15d-4226-b12f-aab91bdcaec1
220,First Corinthian Baptist Church,1912 Adam Clayton Powell Junior Blvd,"- Please bring your own bags or cart
- Need ID, they will scan into system",Plentiful,open,open,open,7/13/2023 1:00 AM,2/2/2023,7/13/2023 1:00 AM,"2023-07-14 11:00AM-01:00PM
2023-07-21 11:00AM-01:00PM
2023-07-28 11:00AM-01:00PM
2023-08-04 11:00AM-01:00PM
2023-08-11 11:00AM-01:00PM
2023-08-18 11:00AM-01:00PM
2023-08-25 11:00AM-01:00PM
2023-09-01 11:00AM-01:00PM
2023-09-08 11:00AM-01:00PM
2023-09-15 11:00AM-01:00PM
2023-09-22 11:00AM-01:00PM
2023-09-29 11:00AM-01:00PM
2023-10-06 11:00AM-01:00PM",Fr 11:00AM-01:00PM,"2023-07-14 11:00AM-01:00PM
2023-07-21 11:00AM-01:00PM
2023-07-28 11:00AM-01:00PM
2023-08-04 11:00AM-01:00PM
2023-08-11 11:00AM-01:00PM
2023-08-18 11:00AM-01:00PM
2023-08-25 11:00AM-01:00PM
2023-09-01 11:00AM-01:00PM
2023-09-08 11:00AM-01:00PM
2023-09-15 11:00AM-01:00PM
2023-09-22 11:00AM-01:00PM
2023-09-29 11:00AM-01:00PM
2023-10-06 11:00AM-01:00PM",https://fcbcnyc.org,yes,10026,40.8031965,-73.9531111,New York,NY,8e5a6c7d-a83b-4baf-b31d-04fb5c6def02
221,City of Faith Church Of God,3445 White Plains Rd,"- Please bring your own bags or cart
- ID is required for first time registration",Plentiful,open,open,open,7/13/2023 1:00 AM,4/27/2023,7/13/2023 1:00 AM,"2023-07-18 01:00PM-02:30PM
2023-07-25 01:00PM-02:30PM
2023-08-01 01:00PM-02:30PM
2023-08-08 01:00PM-02:30PM
2023-08-15 01:00PM-02:30PM
2023-08-22 01:00PM-02:30PM
2023-08-29 01:00PM-02:30PM
2023-09-05 01:00PM-02:30PM
2023-09-12 01:00PM-02:30PM
2023-09-19 01:00PM-02:30PM
2023-09-26 01:00PM-02:30PM
2023-10-03 01:00PM-02:30PM
2023-10-10 01:00PM-02:30PM",Tu 01:00PM-02:30PM,"2023-07-18 01:00PM-02:30PM
2023-07-25 01:00PM-02:30PM
2023-08-01 01:00PM-02:30PM
2023-08-08 01:00PM-02:30PM
2023-08-15 01:00PM-02:30PM
2023-08-22 01:00PM-02:30PM
2023-08-29 01:00PM-02:30PM
2023-09-05 01:00PM-02:30PM
2023-09-12 01:00PM-02:30PM
2023-09-19 01:00PM-02:30PM
2023-09-26 01:00PM-02:30PM
2023-10-03 01:00PM-02:30PM
2023-10-10 01:00PM-02:30PM",https://www.cityoffaithchurchofgod.org/our-ministries/,yes,10467,40.8766392,-73.8673131,Bronx,NY,ea7e5c9d-f9ce-47b1-93e7-e977784e71d3
222,Movement of Pentecostal Christian Church,90 Summit St,"- Please bring your own bags or cart
- Food Donations:
    - Non-perishables
- Client's choice operation",FPC,open,open,unknown,10/27/2022 8:00 PM,10/28/2022,,Su 12:00PM-01:45PM,Su 12:00PM-01:45PM,,https://www.facebook.com/MICP-611023662432455/,yes,11231,40.6820189,-74.00361,Brooklyn,NY,f33a7626-2613-47a9-9cfe-c9c54980a6c5
223,Catholic Charities Neighborhood Service,411 Beach 54th St,"- Please bring your own bags or cart
- 4th Thursday is seniors only",FPC,open,open,,4/20/2023 8:00 PM,4/21/2023,,Th 11:00AM-01:00PM,Th 11:00AM-01:00PM,,https://hitesite.org/resource/9976,yes,11692,40.5963177,-73.7843719,Queens,NY,c35dd342-b115-43a7-852a-49ce7154b553
224,Open Door Family Life Center,999 Greene Ave,"- Please bring your own bags or cart
	",FPC,open,open,,4/20/2023 8:00 PM,4/21/2023,,Sa 08:30AM-10:30AM,Sa 08:30AM-10:30AM,,https://www.opendoorflc.org,no,11221,40.691433,-73.927116,Brooklyn,NY,2987a4e2-d805-499a-9789-a6e1907e25c4
225,Blessed Sacrament Church Brooklyn,198 Euclid Ave,- Please bring your own bags or cart,Plentiful,open,open,open,7/13/2023 1:00 AM,5/1/2023,7/13/2023 1:00 AM,"2023-07-19 09:30AM-12:00PM
2023-07-26 09:30AM-12:00PM
2023-08-02 09:30AM-12:00PM
2023-08-09 09:30AM-12:00PM
2023-08-16 09:30AM-12:00PM
2023-08-23 09:30AM-12:00PM
2023-08-30 09:30AM-12:00PM
2023-09-06 09:30AM-12:00PM
2023-09-13 09:30AM-12:00PM
2023-09-20 09:30AM-12:00PM
2023-09-27 09:30AM-12:00PM
2023-10-04 09:30AM-12:00PM",We 09:00AM-12:00PM,"2023-07-19 09:30AM-12:00PM
2023-07-26 09:30AM-12:00PM
2023-08-02 09:30AM-12:00PM
2023-08-09 09:30AM-12:00PM
2023-08-16 09:30AM-12:00PM
2023-08-23 09:30AM-12:00PM
2023-08-30 09:30AM-12:00PM
2023-09-06 09:30AM-12:00PM
2023-09-13 09:30AM-12:00PM
2023-09-20 09:30AM-12:00PM
2023-09-27 09:30AM-12:00PM
2023-10-04 09:30AM-12:00PM",https://blessedsacrament-brooklyn.org,yes,11208,40.6837322,-73.8747553,Brooklyn,NY,e3ac24ce-cc03-4805-94ea-a59a9c2add89
226,Isaiah's Temple of Mt. Hope - Food Pantry,862 Glenmore Ave,- Please bring your own bags or cart,FPC,open,open,unknown,4/26/2023 8:00 PM,4/27/2023,,Th 02:00PM-04:00PM,Th 02:00PM-04:00PM,,https://www.foodpantries.org/li/isaiahs_temple_of_mt._hope_11208,yes,11208,40.6756261,-73.8781777,Brooklyn,NY,0d140fda-498f-4cdc-81c4-b1d812f55009
227,Vineyard International Christian Ministries/Vineyard Food Pantry,1140 Teller Ave,- Please bring your own bags or cart,FPC,open,open,unknown,10/26/2022 8:00 PM,10/27/2022,,Sa 12:00PM-04:00PM,Sa 12:00PM-04:00PM,,https://www.foodpantries.org/li/vineyard_international_christian_ministries_food_pantry_10456,yes,10456,40.8306638,-73.9121459,Bronx,NY,1a692955-16c3-48f3-909a-11ccd793ecf4
228,Bay View Houses Resident Association,2085 Rockaway Pkwy,- Please bring your own bags or cart,FPC,open,open,unknown,2/23/2023 7:00 PM,2/24/2023,,Th 10:00AM-01:00PM,Th 10:00AM-01:00PM,,https://networks.whyhunger.org/organization/view/32174,yes,11236,40.6329302,-73.8869059,Brooklyn,NY,592ecc35-0f83-4cb1-9d44-fa44d7de4dfd
229,Newman Memorial United Methodist Church Community Development Corporation,257 Macon St,- Please bring your own bags or cart,FPC,open,open,unknown,4/23/2023 8:00 PM,4/24/2023,,We 10:30AM-02:00PM,We 10:30AM-02:00PM,,http://newmanmemorial.umcchurches.org/ministries/,yes,11216,40.6822964,-73.9410797,Brooklyn,NY,32905e00-22ed-4c05-8e7c-aa69fb6c020d
230,Mamre Enrichment Program,1623-27 Utica Ave,- Please bring your own bags or cart,Plentiful,open,open,open,7/13/2023 1:00 AM,2/24/2023,7/13/2023 1:00 AM,"2023-07-16 10:00AM-12:00PM
2023-07-23 10:00AM-12:00PM
2023-07-30 10:00AM-12:00PM
2023-08-06 10:00AM-12:00PM
2023-08-13 10:00AM-12:00PM
2023-08-20 10:00AM-12:00PM
2023-08-27 10:00AM-12:00PM
2023-09-03 10:00AM-12:00PM
2023-09-10 10:00AM-12:00PM
2023-09-17 10:00AM-12:00PM
2023-09-24 10:00AM-12:00PM
2023-10-01 10:00AM-12:00PM
2023-10-08 10:00AM-12:00PM",Su 10:00AM-12:00PM,"2023-07-16 10:00AM-12:00PM
2023-07-23 10:00AM-12:00PM
2023-07-30 10:00AM-12:00PM
2023-08-06 10:00AM-12:00PM
2023-08-13 10:00AM-12:00PM
2023-08-20 10:00AM-12:00PM
2023-08-27 10:00AM-12:00PM
2023-09-03 10:00AM-12:00PM
2023-09-10 10:00AM-12:00PM
2023-09-17 10:00AM-12:00PM
2023-09-24 10:00AM-12:00PM
2023-10-01 10:00AM-12:00PM
2023-10-08 10:00AM-12:00PM",mamresda.org,yes,11234,40.6326302,-73.9282323,Brooklyn,NY,1a66a4ff-2db5-44c7-bcde-45de333058c3
231,Mizpah Assemblies Inc. - Food Pantry,69 E 95th St,- Please bring your own bags or cart,FPC,open,open,,12/1/2022 7:00 PM,12/2/2022,,Sa 08:00AM-12:00PM,Sa 08:00AM-12:00PM,,https://www.homelessshelterdirectory.org/cgi-bin/id/foodbank.cgi?foodbank=4059,no,11212,40.66395,-73.92571,Brooklyn,NY,72cadb1c-c7c2-4a58-817f-24b232ff8815
232,"Christina Home Care Services, Inc. - Food Pantry",120-13 Liberty Ave,- Please bring your own bags or cart,FPC,open,open,,2/6/2023 7:00 PM,2/7/2023,,Fr 02:00PM-05:00PM,Fr 02:00PM-05:00PM,,https://www.facebook.com/159039930785766/photos/a.1837938249562584/1837938316229244,no,11419,40.6869624,-73.8227228,Queens,NY,90ad14f6-e153-4d55-8fa0-c3a20d66db48
233,Good Neighbors Food Pantry,3350-56 Seymour Ave,- Please bring your own bags or cart,Plentiful,open,open,open,7/13/2023 1:00 AM,4/27/2023,7/13/2023 1:00 AM,"2023-07-19 12:00PM-02:00PM ""[plentiful appointment]""
2023-07-20 12:00PM-02:00PM ""[plentiful appointment]""
2023-07-26 12:00PM-02:00PM ""[plentiful appointment]""
2023-07-27 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-02 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-03 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-09 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-10 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-16 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-17 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-23 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-24 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-30 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-31 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-06 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-07 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-13 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-14 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-20 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-21 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-27 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-28 12:00PM-02:00PM ""[plentiful appointment]""
2023-10-04 12:00PM-02:00PM ""[plentiful appointment]""
2023-10-05 12:00PM-02:00PM ""[plentiful appointment]""","We,Th 12:00PM-02:00PM","2023-07-19 12:00PM-02:00PM ""[plentiful appointment]""
2023-07-20 12:00PM-02:00PM ""[plentiful appointment]""
2023-07-26 12:00PM-02:00PM ""[plentiful appointment]""
2023-07-27 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-02 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-03 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-09 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-10 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-16 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-17 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-23 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-24 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-30 12:00PM-02:00PM ""[plentiful appointment]""
2023-08-31 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-06 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-07 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-13 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-14 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-20 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-21 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-27 12:00PM-02:00PM ""[plentiful appointment]""
2023-09-28 12:00PM-02:00PM ""[plentiful appointment]""
2023-10-04 12:00PM-02:00PM ""[plentiful appointment]""
2023-10-05 12:00PM-02:00PM ""[plentiful appointment]""",https://nttcog.org/ministries-2/general-network-overview/networks/food-network/,no,10469,40.8755162,-73.8485334,Bronx,NY,77ad477a-f7ac-412f-8131-0c71e1e74434
